0.98,-0.06,1
0.96,-0.12,1
0.94,-0.18,1
0.91,-0.23,1
0.88,-0.29,1
0.85,-0.34,1
0.81,-0.38,1
0.77,-0.43,1
0.74,-0.47,1
0.69,-0.51,1
0.65,-0.55,1
0.61,-0.58,1
0.56,-0.61,1
0.52,-0.64,1
0.47,-0.66,1
0.42,-0.69,1
0.37,-0.71,1
0.32,-0.73,1
0.27,-0.74,1
0.22,-0.75,1
0.17,-0.76,1
0.12,-0.77,1
0.07,-0.77,1
0.01,-0.77,1
-0.04,-0.77,1
-0.08,-0.77,1
-0.13,-0.76,1
-0.17,-0.75,1
-0.22,-0.74,1
-0.26,-0.72,1
-0.3,-0.7,1
-0.34,-0.68,1
-0.37,-0.65,1
-0.41,-0.62,1
-0.44,-0.59,1
-0.47,-0.56,1
-0.5,-0.53,1
-0.52,-0.49,1
-0.54,-0.45,1
-0.56,-0.42,1
-0.58,-0.38,1
-0.59,-0.34,1
-0.6,-0.3,1
-0.61,-0.26,1
-0.61,-0.22,1
-0.61,-0.18,1
-0.61,-0.14,2
-0.61,-0.1,1
-0.6,-0.06,1
-0.59,-0.02,1
-0.58,0.02,1
-0.57,0.05,1
-0.56,0.09,1
-0.54,0.12,1
-0.52,0.15,1
-0.5,0.18,1
-0.48,0.21,1
-0.46,0.24,1
-0.43,0.27,1
-0.4,0.29,1
-0.38,0.31,1
-0.35,0.33,1
-0.32,0.35,1
-0.29,0.37,1
-0.26,0.38,1
-0.23,0.4,1
-0.19,0.41,1
-0.16,0.42,1
-0.13,0.43,1
-0.09,0.43,1
-0.06,0.44,1
-0.03,0.44,1
0.01,0.44,1
0.04,0.44,1
0.07,0.43,1
0.11,0.43,1
0.13,0.42,1
0.15,0.41,1
0.17,0.4,1
0.19,0.39,1
0.2,0.38,1
0.22,0.36,1
0.23,0.35,1
0.25,0.33,1
0.26,0.31,1
0.27,0.3,1
0.28,0.28,1
0.29,0.26,2
0.3,0.24,1
0.3,0.22,1
0.31,0.2,1
0.31,0.18,1
0.32,0.16,1
0.32,0.14,1
0.32,0.12,1
0.31,0.1,1
0.31,0.08,1
0.31,0.06,1
0.3,0.04,2
0.29,0.02,1
0.3,0.0,1
0.31,-0.02,1
0.32,-0.04,1
0.32,-0.06,1
0.33,-0.08,1
0.33,-0.1,1
0.33,-0.12,1
0.33,-0.14,1
0.33,-0.17,1
0.33,-0.19,1
0.33,-0.21,1
0.32,-0.23,1
0.31,-0.25,1
0.3,-0.27,1
0.29,-0.29,1
0.28,-0.31,1
0.27,-0.33,1
0.26,-0.35,1
0.24,-0.37,1
0.22,-0.39,1
0.21,-0.4,1
0.19,-0.41,1
0.17,-0.43,1
0.15,-0.44,1
0.13,-0.45,1
0.09,-0.45,1
0.06,-0.46,1
0.02,-0.46,1
-0.01,-0.46,1
-0.05,-0.46,1
-0.08,-0.45,1
-0.12,-0.45,1
-0.15,-0.44,1
-0.19,-0.43,1
-0.22,-0.42,1
-0.25,-0.41,1
-0.28,-0.39,1
-0.32,-0.37,1
-0.35,-0.35,1
-0.38,-0.33,1
-0.4,-0.31,1
-0.43,-0.28,1
-0.46,-0.26,1
-0.48,-0.23,1
-0.5,-0.2,1
-0.53,-0.17,1
-0.55,-0.14,1
-0.56,-0.1,1
-0.58,-0.07,1
-0.59,-0.03,1
-0.6,0.01,1
-0.61,0.04,1
-0.62,0.08,1
-0.62,0.12,1
-0.63,0.16,1
-0.62,0.21,1
-0.62,0.25,1
-0.61,0.29,1
-0.61,0.33,1
-0.59,0.37,1
-0.58,0.41,1
-0.56,0.45,1
-0.54,0.49,1
-0.51,0.53,1
-0.49,0.56,1
-0.46,0.6,1
-0.43,0.63,1
-0.39,0.66,1
-0.35,0.69,1
-0.32,0.71,1
-0.27,0.74,1
-0.23,0.76,1
-0.19,0.77,1
-0.14,0.79,2
-0.1,0.79,1
-0.05,0.8,1
0.01,0.8,1
0.06,0.8,1
0.11,0.79,1
0.16,0.79,1
0.22,0.78,1
0.27,0.76,1
0.32,0.75,1
0.37,0.73,1
0.42,0.71,1
0.47,0.69,1
0.52,0.66,1
0.57,0.63,1
0.61,0.6,1
0.66,0.57,1
0.7,0.53,1
0.74,0.49,1
0.78,0.45,1
0.82,0.4,1
0.86,0.35,1
0.89,0.3,1
0.92,0.25,1
0.95,0.19,1
0.97,0.14,1
1.0,0.08,1
0.98,0.01,1
0.97,-0.05,1
0.95,-0.11,1
0.92,-0.16,1
0.9,-0.22,1
0.87,-0.27,1
0.84,-0.32,1
0.8,-0.37,1
0.77,-0.41,1
0.73,-0.45,1
0.69,-0.49,1
0.65,-0.53,1
0.6,-0.56,1
0.56,-0.59,1
0.51,-0.62,1
0.47,-0.65,1
0.42,-0.67,1
0.37,-0.69,1
0.32,-0.71,1
0.27,-0.72,1
0.22,-0.74,1
0.17,-0.74,1
0.12,-0.75,1
0.07,-0.76,1
0.02,-0.76,1
-0.02,-0.76,1
-0.07,-0.76,1
-0.11,-0.75,1
-0.16,-0.74,1
-0.2,-0.73,1
-0.24,-0.71,1
-0.28,-0.69,1
-0.32,-0.67,1
-0.35,-0.65,1
-0.39,-0.62,1
-0.42,-0.59,1
-0.45,-0.56,1
-0.48,-0.53,1
-0.5,-0.49,1
-0.52,-0.46,1
-0.54,-0.42,1
-0.56,-0.38,1
-0.57,-0.34,1
-0.58,-0.31,1
-0.59,-0.27,1
-0.6,-0.23,2
-0.6,-0.19,1
-0.6,-0.15,1
-0.6,-0.11,2
-0.59,-0.07,1
-0.58,-0.03,1
-0.57,0.0,1
-0.56,0.04,1
-0.55,0.07,1
-0.53,0.1,1
-0.52,0.14,1
-0.5,0.17,1
-0.48,0.2,1
-0.45,0.22,1
-0.43,0.25,1
-0.4,0.27,1
-0.38,0.3,1
-0.35,0.32,1
-0.32,0.34,1
-0.29,0.35,1
-0.26,0.37,1
-0.23,0.38,1
-0.2,0.4,1
-0.17,0.41,1
-0.14,0.41,1
-0.1,0.42,1
-0.07,0.42,2
-0.04,0.43,1
0.0,0.43,1
0.03,0.43,1
0.06,0.42,1
0.08,0.42,2
0.1,0.41,1
0.12,0.41,2
0.14,0.4,1
0.16,0.39,1
0.18,0.38,1
0.19,0.36,1
0.21,0.35,1
0.22,0.34,1
0.23,0.32,1
0.25,0.3,1
0.26,0.29,1
0.27,0.27,1
0.28,0.25,1
0.28,0.23,1
0.29,0.22,1
0.29,0.2,1
0.3,0.18,1
0.3,0.16,1
0.3,0.14,1
0.3,0.12,1
0.3,0.1,1
0.3,0.08,1
0.29,0.06,1
0.31,0.02,1
0.32,0.0,1
0.33,-0.02,1
0.34,-0.04,1
0.35,-0.06,1
0.35,-0.08,1
0.35,-0.11,1
0.35,-0.13,1
0.35,-0.15,1
0.35,-0.17,1
0.35,-0.2,1
0.34,-0.22,1
0.34,-0.24,1
0.33,-0.27,1
0.32,-0.29,1
0.31,-0.31,1
0.3,-0.33,1
0.28,-0.35,1
0.27,-0.37,1
0.25,-0.39,1
0.23,-0.41,1
0.22,-0.42,1
0.19,-0.44,1
0.17,-0.45,1
0.14,-0.46,1
0.1,-0.46,1
0.07,-0.47,1
0.03,-0.47,1
-0.0,-0.47,1
-0.04,-0.47,1
-0.07,-0.47,1
-0.11,-0.46,1
-0.15,-0.45,1
-0.18,-0.44,1
-0.21,-0.43,1
-0.25,-0.42,1
-0.28,-0.4,1
-0.31,-0.39,1
-0.34,-0.37,1
-0.37,-0.35,1
-0.4,-0.33,1
-0.43,-0.3,1
-0.46,-0.27,1
-0.48,-0.25,1
-0.51,-0.22,1
-0.53,-0.19,1
-0.55,-0.15,1
-0.57,-0.12,1
-0.59,-0.08,1
-0.6,-0.05,1
